phase,treatment,seed,lr,step,minibatch_ce,grad_norm_before_clip,mean_dropout
tuning,constant_ild,1702,0.001,1,2.339517593383789,2.9020886421203613,0.20000000000000004
tuning,constant_ild,1702,0.001,100,0.023840680718421936,0.15169955790042877,0.20000000000000004
tuning,constant_ild,1702,0.001,200,0.007972661405801773,0.04488130286335945,0.20000000000000004
tuning,constant_ild,1702,0.001,300,0.005715345963835716,0.05961458012461662,0.20000000000000004
tuning,constant_ild,1702,0.001,400,0.0026458241045475006,0.012174797244369984,0.20000000000000004
tuning,constant_ild,1702,0.001,500,0.002246151678264141,0.014673156663775444,0.20000000000000004
tuning,constant_ild,1702,0.001,600,0.002516411244869232,0.01773018203675747,0.20000000000000004
tuning,constant_ild,1701,0.003,1,2.3204505443573,2.651733875274658,0.20000000000000004
tuning,constant_ild,1701,0.003,100,0.07250574231147766,0.808344304561615,0.20000000000000004
tuning,constant_ild,1701,0.003,200,0.00173755397554487,0.01537078432738781,0.20000000000000004
tuning,constant_ild,1701,0.003,300,0.0007992652826942503,0.0066637443378567696,0.20000000000000004
tuning,constant_ild,1701,0.003,400,0.0005931321647949517,0.0032317915465682745,0.20000000000000004
tuning,constant_ild,1701,0.003,500,0.0006211930885910988,0.004812292288988829,0.20000000000000004
tuning,constant_ild,1701,0.003,600,0.0004807111108675599,0.002409225096926093,0.20000000000000004
tuning,constant_ild,1702,0.003,1,2.339517593383789,2.9020886421203613,0.20000000000000004
tuning,constant_ild,1702,0.003,100,0.026536447927355766,0.6364030241966248,0.20000000000000004
tuning,constant_ild,1702,0.003,200,0.004166088532656431,0.045985374599695206,0.20000000000000004
tuning,constant_ild,1702,0.003,300,0.0013003157218918204,0.012514936737716198,0.20000000000000004
tuning,constant_ild,1702,0.003,400,0.0005212268442846835,0.004686008673161268,0.20000000000000004
tuning,constant_ild,1702,0.003,500,0.000389786931918934,0.0027164844796061516,0.20000000000000004
tuning,constant_ild,1702,0.003,600,0.0004144842969253659,0.002092338167130947,0.20000000000000004
tuning,constant_ild,1701,0.01,1,2.3204505443573,2.651733875274658,0.20000000000000004
tuning,constant_ild,1701,0.01,100,0.02868834137916565,0.2943466007709503,0.20000000000000004
tuning,constant_ild,1701,0.01,200,0.0013018280733376741,0.01145116426050663,0.20000000000000004
tuning,constant_ild,1701,0.01,300,0.0002357705234317109,0.001830914057791233,0.20000000000000004
tuning,constant_ild,1701,0.01,400,0.00021551395184360445,0.0013306414475664496,0.20000000000000004
tuning,constant_ild,1701,0.01,500,0.00021709273278247565,0.0015483865281566978,0.20000000000000004
tuning,constant_ild,1701,0.01,600,0.00022497380268760026,0.0025766605976969004,0.20000000000000004
tuning,constant_ild,1702,0.01,1,2.339517593383789,2.9020886421203613,0.20000000000000004
tuning,constant_ild,1702,0.01,100,0.003050662809982896,0.04035184532403946,0.20000000000000004
tuning,constant_ild,1702,0.01,200,0.001300933538004756,0.01440559234470129,0.20000000000000004
tuning,constant_ild,1702,0.01,300,0.0003042556345462799,0.003579417709261179,0.20000000000000004
tuning,constant_ild,1702,0.01,400,0.0001487046538386494,0.0007919255876913667,0.20000000000000004
tuning,constant_ild,1702,0.01,500,0.0001244702289113775,0.0007774426485411823,0.20000000000000004
tuning,constant_ild,1702,0.01,600,0.00013091022265143692,0.000699119467753917,0.20000000000000004
tuning,decreasing_ild,1701,0.0001,1,2.3152623176574707,2.3890206813812256,0.4000000000000001
tuning,decreasing_ild,1701,0.0001,100,0.7379781603813171,1.1255854368209839,0.333889816360601
tuning,decreasing_ild,1701,0.0001,200,0.38477250933647156,0.7696576714515686,0.26711185308848084
tuning,decreasing_ild,1701,0.0001,300,0.17051970958709717,0.5289129018783569,0.2003338898163606
tuning,decreasing_ild,1701,0.0001,400,0.16779759526252747,0.6590937376022339,0.13355592654424042
tuning,decreasing_ild,1701,0.0001,500,0.1527908444404602,0.5507444739341736,0.06677796327212021
tuning,decreasing_ild,1701,0.0001,600,0.10498424619436264,0.4277559518814087,0.0
tuning,decreasing_ild,1702,0.0001,1,2.3157026767730713,2.578734874725342,0.4000000000000001
tuning,decreasing_ild,1702,0.0001,100,0.6845811009407043,1.1488361358642578,0.333889816360601
tuning,decreasing_ild,1702,0.0001,200,0.31451794505119324,0.7434771656990051,0.26711185308848084
tuning,decreasing_ild,1702,0.0001,300,0.23865950107574463,0.7542669773101807,0.2003338898163606
tuning,decreasing_ild,1702,0.0001,400,0.13926446437835693,0.6309911012649536,0.13355592654424042
tuning,decreasing_ild,1702,0.0001,500,0.1022290512919426,0.40793052315711975,0.06677796327212021
tuning,decreasing_ild,1702,0.0001,600,0.08839510381221771,0.37246301770210266,0.0
tuning,decreasing_ild,1701,0.0003,1,2.3152623176574707,2.3890206813812256,0.4000000000000001
tuning,decreasing_ild,1701,0.0003,100,0.22986678779125214,0.7132425308227539,0.333889816360601
tuning,decreasing_ild,1701,0.0003,200,0.10397396981716156,0.46304383873939514,0.26711185308848084
tuning,decreasing_ild,1701,0.0003,300,0.031535521149635315,0.16242876648902893,0.2003338898163606
tuning,decreasing_ild,1701,0.0003,400,0.022183828055858612,0.12487426400184631,0.13355592654424042
tuning,decreasing_ild,1701,0.0003,500,0.020743301138281822,0.09038881957530975,0.06677796327212021
tuning,decreasing_ild,1701,0.0003,600,0.015728412196040154,0.07657884061336517,0.0
tuning,decreasing_ild,1702,0.0003,1,2.3157026767730713,2.578734874725342,0.4000000000000001
tuning,decreasing_ild,1702,0.0003,100,0.19777294993400574,0.5399161577224731,0.333889816360601
tuning,decreasing_ild,1702,0.0003,200,0.0640304759144783,0.30777236819267273,0.26711185308848084
tuning,decreasing_ild,1702,0.0003,300,0.04368571937084198,0.25561341643333435,0.2003338898163606
tuning,decreasing_ild,1702,0.0003,400,0.021571239456534386,0.1492292881011963,0.13355592654424042
tuning,decreasing_ild,1702,0.0003,500,0.014966612681746483,0.0707414299249649,0.06677796327212021
tuning,decreasing_ild,1702,0.0003,600,0.013773106038570404,0.058197297155857086,0.0
tuning,decreasing_ild,1701,0.001,1,2.3152623176574707,2.3890206813812256,0.4000000000000001
tuning,decreasing_ild,1701,0.001,100,0.04932098463177681,0.6302149295806885,0.333889816360601
tuning,decreasing_ild,1701,0.001,200,0.010400436818599701,0.08301278948783875,0.26711185308848084
tuning,decreasing_ild,1701,0.001,300,0.003985421732068062,0.023397445678710938,0.2003338898163606
tuning,decreasing_ild,1701,0.001,400,0.0028229444287717342,0.01604962907731533,0.13355592654424042
tuning,decreasing_ild,1701,0.001,500,0.0026086026336997747,0.014237230643630028,0.06677796327212021
tuning,decreasing_ild,1701,0.001,600,0.0020302145276218653,0.008307544514536858,0.0
tuning,decreasing_ild,1702,0.001,1,2.3157026767730713,2.578734874725342,0.4000000000000001
tuning,decreasing_ild,1702,0.001,100,0.0288807675242424,0.2463541179895401,0.333889816360601
tuning,decreasing_ild,1702,0.001,200,0.00757791381329298,0.04090839624404907,0.26711185308848084
tuning,decreasing_ild,1702,0.001,300,0.005381427239626646,0.047197796404361725,0.2003338898163606
tuning,decreasing_ild,1702,0.001,400,0.0027737910859286785,0.015115096233785152,0.13355592654424042
tuning,decreasing_ild,1702,0.001,500,0.0020254431292414665,0.008395283482968807,0.06677796327212021
tuning,decreasing_ild,1702,0.001,600,0.002004903508350253,0.007997862994670868,0.0
tuning,decreasing_ild,1701,0.003,1,2.3152623176574707,2.3890206813812256,0.4000000000000001
tuning,decreasing_ild,1701,0.003,100,0.020791370421648026,0.4715672433376312,0.333889816360601
tuning,decreasing_ild,1701,0.003,200,0.0022578916978091,0.025624098256230354,0.26711185308848084
tuning,decreasing_ild,1701,0.003,300,0.000804202863946557,0.006545874755829573,0.2003338898163606
tuning,decreasing_ild,1701,0.003,400,0.0005237762816250324,0.002755475230515003,0.13355592654424042
tuning,decreasing_ild,1701,0.003,500,0.00046942909830249846,0.002328993286937475,0.06677796327212021
tuning,decreasing_ild,1701,0.003,600,0.0003770917537622154,0.0015912755625322461,0.0
tuning,decreasing_ild,1702,0.003,1,2.3157026767730713,2.578734874725342,0.4000000000000001
tuning,decreasing_ild,1702,0.003,100,0.003328960854560137,0.03949638456106186,0.333889816360601
tuning,decreasing_ild,1702,0.003,200,0.0011104835430160165,0.006125743500888348,0.26711185308848084
tuning,decreasing_ild,1702,0.003,300,0.0010148835135623813,0.012025185860693455,0.2003338898163606
tuning,decreasing_ild,1702,0.003,400,0.0004629039322026074,0.003130714176222682,0.13355592654424042
tuning,decreasing_ild,1702,0.003,500,0.00034123173099942505,0.0014826753176748753,0.06677796327212021
tuning,decreasing_ild,1702,0.003,600,0.00033323458046652377,0.001461565145291388,0.0
tuning,decreasing_ild,1701,0.01,1,2.3152623176574707,2.3890206813812256,0.4000000000000001
tuning,decreasing_ild,1701,0.01,100,0.014329925179481506,0.1799253523349762,0.333889816360601
tuning,decreasing_ild,1701,0.01,200,0.002365066669881344,0.030511237680912018,0.26711185308848084
tuning,decreasing_ild,1701,0.01,300,0.00016014614084269851,0.0009460087167099118,0.2003338898163606
tuning,decreasing_ild,1701,0.01,400,0.0003087341319769621,0.0026467922143638134,0.13355592654424042
tuning,decreasing_ild,1701,0.01,500,0.00015978692681528628,0.0009588582906872034,0.06677796327212021
tuning,decreasing_ild,1701,0.01,600,0.00010112742893397808,0.0005294237635098398,0.0
tuning,decreasing_ild,1702,0.01,1,2.3157026767730713,2.578734874725342,0.4000000000000001
tuning,decreasing_ild,1702,0.01,100,0.0393664613366127,0.3386482298374176,0.333889816360601
tuning,decreasing_ild,1702,0.01,200,0.0005387238343246281,0.004814621992409229,0.26711185308848084
tuning,decreasing_ild,1702,0.01,300,0.0002994851383846253,0.0025138261262327433,0.2003338898163606
tuning,decreasing_ild,1702,0.01,400,0.00015326784341596067,0.0009635776514187455,0.13355592654424042
tuning,decreasing_ild,1702,0.01,500,0.00011760151392081752,0.0006772628985345364,0.06677796327212021
tuning,decreasing_ild,1702,0.01,600,0.00010565638513071463,0.0005869907326996326,0.0
tuning,dense3,1701,0.0001,1,2.3479554653167725,2.652041435241699,0.0
tuning,dense3,1701,0.0001,100,0.7167273163795471,1.1043665409088135,0.0
tuning,dense3,1701,0.0001,200,0.38128551840782166,0.7147030830383301,0.0
tuning,dense3,1701,0.0001,300,0.17891603708267212,0.5914777517318726,0.0
tuning,dense3,1701,0.0001,400,0.2026088982820511,0.6879829168319702,0.0
tuning,dense3,1701,0.0001,500,0.1988745927810669,0.6484295129776001,0.0
tuning,dense3,1701,0.0001,600,0.14032649993896484,0.5435437560081482,0.0
tuning,dense3,1702,0.0001,1,2.296687602996826,2.848489761352539,0.0
tuning,dense3,1702,0.0001,100,0.6665769815444946,1.0869829654693604,0.0
tuning,dense3,1702,0.0001,200,0.31870442628860474,0.7230779528617859,0.0
tuning,dense3,1702,0.0001,300,0.2426750659942627,0.7521715760231018,0.0
tuning,dense3,1702,0.0001,400,0.15034639835357666,0.6296560764312744,0.0
tuning,dense3,1702,0.0001,500,0.12839168310165405,0.4621522128582001,0.0
tuning,dense3,1702,0.0001,600,0.12026536464691162,0.46510791778564453,0.0
tuning,dense3,1701,0.0003,1,2.3479554653167725,2.652041435241699,0.0
tuning,dense3,1701,0.0003,100,0.20212577283382416,0.5582906007766724,0.0
tuning,dense3,1701,0.0003,200,0.09440678358078003,0.44868528842926025,0.0
tuning,dense3,1701,0.0003,300,0.027705885469913483,0.1384943574666977,0.0
tuning,dense3,1701,0.0003,400,0.02414826489984989,0.12410411238670349,0.0
tuning,dense3,1701,0.0003,500,0.02747584693133831,0.12215197086334229,0.0
tuning,dense3,1701,0.0003,600,0.02048981934785843,0.10409054160118103,0.0
tuning,dense3,1702,0.0003,1,2.296687602996826,2.848489761352539,0.0
tuning,dense3,1702,0.0003,100,0.18034741282463074,0.4516447186470032,0.0
tuning,dense3,1702,0.0003,200,0.055095940828323364,0.2452833652496338,0.0
tuning,dense3,1702,0.0003,300,0.04011387750506401,0.21030043065547943,0.0
tuning,dense3,1702,0.0003,400,0.02021647058427334,0.10100240260362625,0.0
tuning,dense3,1702,0.0003,500,0.017648639157414436,0.0788196325302124,0.0
tuning,dense3,1702,0.0003,600,0.0167190283536911,0.07396707683801651,0.0
tuning,dense3,1701,0.001,1,2.3479554653167725,2.652041435241699,0.0
tuning,dense3,1701,0.001,100,0.038300275802612305,0.4244629740715027,0.0
tuning,dense3,1701,0.001,200,0.007859424687922001,0.046072594821453094,0.0
tuning,dense3,1701,0.001,300,0.003616691567003727,0.017842847853899002,0.0
tuning,dense3,1701,0.001,400,0.003037337912246585,0.014504339545965195,0.0
tuning,dense3,1701,0.001,500,0.0029042691458016634,0.013992346823215485,0.0
tuning,dense3,1701,0.001,600,0.002413760405033827,0.010637622326612473,0.0
tuning,dense3,1702,0.001,1,2.296687602996826,2.848489761352539,0.0
tuning,dense3,1702,0.001,100,0.02246198058128357,0.11709963530302048,0.0
tuning,dense3,1702,0.001,200,0.006642966065555811,0.02804594114422798,0.0
tuning,dense3,1702,0.001,300,0.0046549709513783455,0.02309882640838623,0.0
tuning,dense3,1702,0.001,400,0.0028462631162256002,0.012840823270380497,0.0
tuning,dense3,1702,0.001,500,0.002391291782259941,0.009950161911547184,0.0
tuning,dense3,1702,0.001,600,0.002337756799533963,0.009515668265521526,0.0
tuning,dense3,1701,0.003,1,2.3479554653167725,2.652041435241699,0.0
tuning,dense3,1701,0.003,100,0.0048752399161458015,0.05740910395979881,0.0
tuning,dense3,1701,0.003,200,0.0012361528351902962,0.007777146529406309,0.0
tuning,dense3,1701,0.003,300,0.0006685308180749416,0.0040438491851091385,0.0
tuning,dense3,1701,0.003,400,0.0005695700529031456,0.00278271920979023,0.0
tuning,dense3,1701,0.003,500,0.0005313170258887112,0.002766744466498494,0.0
tuning,dense3,1701,0.003,600,0.0004675558302551508,0.002174736000597477,0.0
tuning,dense3,1702,0.003,1,2.296687602996826,2.848489761352539,0.0
tuning,dense3,1702,0.003,100,0.004405599553138018,0.21918952465057373,0.0
tuning,dense3,1702,0.003,200,0.0010945304529741406,0.005824099760502577,0.0
tuning,dense3,1702,0.003,300,0.00078593660145998,0.004107523709535599,0.0
tuning,dense3,1702,0.003,400,0.0005284738726913929,0.0027018142864108086,0.0
tuning,dense3,1702,0.003,500,0.00041548360604792833,0.0017250770470127463,0.0
tuning,dense3,1702,0.003,600,0.0004302547313272953,0.0020400905050337315,0.0
tuning,dense3,1701,0.01,1,2.3479554653167725,2.652041435241699,0.0
tuning,dense3,1701,0.01,100,0.02519567869603634,0.3408266305923462,0.0
tuning,dense3,1701,0.01,200,0.020219208672642708,0.4790273606777191,0.0
tuning,dense3,1701,0.01,300,0.00041255366522818804,0.006789759732782841,0.0
tuning,dense3,1701,0.01,400,0.00025290343910455704,0.001882666489109397,0.0
tuning,dense3,1701,0.01,500,0.0002056397352134809,0.001368263503536582,0.0
tuning,dense3,1701,0.01,600,0.00017093819042202085,0.0011902933474630117,0.0
tuning,dense3,1702,0.01,1,2.296687602996826,2.848489761352539,0.0
tuning,dense3,1702,0.01,100,0.017567923292517662,0.22962097823619843,0.0
tuning,dense3,1702,0.01,200,0.023664565756917,0.29608967900276184,0.0
tuning,dense3,1702,0.01,300,0.00021370356262195855,0.0016007816884666681,0.0
tuning,dense3,1702,0.01,400,0.00014822461525909603,0.0010971464216709137,0.0
tuning,dense3,1702,0.01,500,0.00010896273306570947,0.0006907212664373219,0.0
tuning,dense3,1702,0.01,600,0.00011731476115528494,0.0007160413661040366,0.0
evaluation,dense6,2701,0.0003,1,2.482043981552124,2.983363151550293,0.0
evaluation,dense6,2701,0.0003,100,0.09596309810876846,0.4808778762817383,0.0
evaluation,dense6,2701,0.0003,200,0.03272188827395439,0.12463779747486115,0.0
evaluation,dense6,2701,0.0003,300,0.021614879369735718,0.08438637852668762,0.0
evaluation,dense6,2701,0.0003,400,0.020328769460320473,0.09945762157440186,0.0
evaluation,dense6,2701,0.0003,500,0.013889485970139503,0.05245259404182434,0.0
evaluation,dense6,2701,0.0003,600,0.011854230426251888,0.04138517752289772,0.0
evaluation,constant_ild,2701,0.0003,1,2.4800379276275635,2.8207085132598877,0.20000000000000004
evaluation,constant_ild,2701,0.0003,100,0.1460195928812027,0.4882661700248718,0.20000000000000004
evaluation,constant_ild,2701,0.0003,200,0.05388156697154045,0.24235454201698303,0.20000000000000004
evaluation,constant_ild,2701,0.0003,300,0.030302684754133224,0.14184172451496124,0.20000000000000004
evaluation,constant_ild,2701,0.0003,400,0.026948751881718636,0.1871507465839386,0.20000000000000004
evaluation,constant_ild,2701,0.0003,500,0.023511232808232307,0.22581100463867188,0.20000000000000004
evaluation,constant_ild,2701,0.0003,600,0.018156759440898895,0.08526068925857544,0.20000000000000004
evaluation,decreasing_ild,2701,0.0003,1,2.5065417289733887,2.5517425537109375,0.4000000000000001
evaluation,decreasing_ild,2701,0.0003,100,0.17935562133789062,0.5363372564315796,0.333889816360601
evaluation,decreasing_ild,2701,0.0003,200,0.06152915209531784,0.2687254846096039,0.26711185308848084
evaluation,decreasing_ild,2701,0.0003,300,0.03237217292189598,0.15033499896526337,0.2003338898163606
evaluation,decreasing_ild,2701,0.0003,400,0.023705847561359406,0.11053714901208878,0.13355592654424042
evaluation,decreasing_ild,2701,0.0003,500,0.01685730554163456,0.07071904838085175,0.06677796327212021
evaluation,decreasing_ild,2701,0.0003,600,0.0133047541603446,0.04851990193128586,0.0
evaluation,dense3,2701,0.0003,1,2.481807231903076,2.7425105571746826,0.0
evaluation,dense3,2701,0.0003,100,0.1658170223236084,0.5124736428260803,0.0
evaluation,dense3,2701,0.0003,200,0.05239744111895561,0.2129482626914978,0.0
evaluation,dense3,2701,0.0003,300,0.032592687755823135,0.14118921756744385,0.0
evaluation,dense3,2701,0.0003,400,0.02899419702589512,0.13512670993804932,0.0
evaluation,dense3,2701,0.0003,500,0.019755836576223373,0.08822733908891678,0.0
evaluation,dense3,2701,0.0003,600,0.01583498902618885,0.06346283853054047,0.0
evaluation,dense6,2702,0.0003,1,2.465440034866333,2.8870158195495605,0.0
evaluation,dense6,2702,0.0003,100,0.10448944568634033,0.45286399126052856,0.0
evaluation,dense6,2702,0.0003,200,0.03418984264135361,0.1334904134273529,0.0
evaluation,dense6,2702,0.0003,300,0.021269120275974274,0.08874368667602539,0.0
evaluation,dense6,2702,0.0003,400,0.016017965972423553,0.06400883942842484,0.0
evaluation,dense6,2702,0.0003,500,0.015282543376088142,0.08120512217283249,0.0
evaluation,dense6,2702,0.0003,600,0.012326724827289581,0.04788058251142502,0.0
evaluation,constant_ild,2702,0.0003,1,2.4322474002838135,2.7720680236816406,0.20000000000000004
evaluation,constant_ild,2702,0.0003,100,0.176286518573761,0.650955855846405,0.20000000000000004
evaluation,constant_ild,2702,0.0003,200,0.05135132372379303,0.2074834257364273,0.20000000000000004
evaluation,constant_ild,2702,0.0003,300,0.03783006966114044,0.1904059201478958,0.20000000000000004
